[2026-08-27T06:59:27.258Z] Model: embedding-001, Latency: 134.8092734154106ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:00.064Z] Model: embedding-001, Latency: 141.80778183174812ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:00.432Z] Model: embedding-001, Latency: 101.69935495414092ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:00.745Z] Model: embedding-001, Latency: 78.6775439309184ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:01.039Z] Model: embedding-001, Latency: 145.77781705163724ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:01.353Z] Model: embedding-001, Latency: 68.18694701061364ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:01.661Z] Model: embedding-001, Latency: 126.62885181517883ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:01.968Z] Model: embedding-001, Latency: 71.66449920940603ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:02.261Z] Model: embedding-001, Latency: 82.67593784104923ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:02.585Z] Model: embedding-001, Latency: 64.86113666380139ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:02.887Z] Model: embedding-001, Latency: 146.07960413687346ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:03.187Z] Model: embedding-001, Latency: 128.52986726740062ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:03.505Z] Model: embedding-001, Latency: 55.130765641081226ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:03.811Z] Model: embedding-001, Latency: 148.24968452141644ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:04.121Z] Model: embedding-001, Latency: 93.992600678424ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:04.533Z] Model: embedding-001, Latency: 94.79583919039484ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:04.857Z] Model: embedding-001, Latency: 130.5926663567023ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:05.170Z] Model: embedding-001, Latency: 145.18071794823317ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:05.554Z] Model: embedding-001, Latency: 62.756618449401415ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:05.870Z] Model: embedding-001, Latency: 110.06695261924352ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:06.189Z] Model: embedding-001, Latency: 87.2268279369066ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:06.482Z] Model: embedding-001, Latency: 86.26005767163245ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:06.791Z] Model: embedding-001, Latency: 121.87436025876436ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:07.075Z] Model: embedding-001, Latency: 102.79908192520585ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:07.394Z] Model: embedding-001, Latency: 132.02485569604553ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:07.702Z] Model: embedding-001, Latency: 131.96106123057942ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:08.003Z] Model: embedding-001, Latency: 111.87068984068466ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:08.321Z] Model: embedding-001, Latency: 79.31695928194013ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:08.827Z] Model: embedding-001, Latency: 119.39935676798528ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:09.116Z] Model: embedding-001, Latency: 132.86260545246736ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:09.411Z] Model: embedding-001, Latency: 76.27677905968085ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:09.715Z] Model: embedding-001, Latency: 129.34991859805143ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:10.099Z] Model: embedding-001, Latency: 109.27476141676482ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:10.497Z] Model: embedding-001, Latency: 122.65338846911004ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:10.851Z] Model: embedding-001, Latency: 136.17951322228555ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:11.147Z] Model: embedding-001, Latency: 146.4044389223102ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:11.491Z] Model: embedding-001, Latency: 138.21560116597928ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:11.799Z] Model: embedding-001, Latency: 131.13601218231304ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:12.097Z] Model: embedding-001, Latency: 111.2840535340118ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:12.413Z] Model: embedding-001, Latency: 115.3403949330305ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:12.750Z] Model: embedding-001, Latency: 51.98293509949489ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:13.129Z] Model: embedding-001, Latency: 61.667378967171494ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:13.437Z] Model: embedding-001, Latency: 140.82405084690348ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:13.743Z] Model: embedding-001, Latency: 93.03636198767768ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:14.104Z] Model: embedding-001, Latency: 149.53617840216523ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:14.465Z] Model: embedding-001, Latency: 109.04987616127517ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:14.776Z] Model: embedding-001, Latency: 143.8037411302209ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:15.148Z] Model: embedding-001, Latency: 101.43049520723986ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:15.487Z] Model: embedding-001, Latency: 115.7267788160908ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:15.800Z] Model: embedding-001, Latency: 71.79783894618375ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:16.113Z] Model: embedding-001, Latency: 65.40895958362869ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:16.422Z] Model: embedding-001, Latency: 54.30336484944151ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:16.727Z] Model: embedding-001, Latency: 63.282781872942486ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:17.124Z] Model: embedding-001, Latency: 100.431600725912ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:17.473Z] Model: embedding-001, Latency: 99.35898607347454ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:17.825Z] Model: embedding-001, Latency: 88.02362566842316ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:18.148Z] Model: embedding-001, Latency: 106.6461252744681ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:18.464Z] Model: embedding-001, Latency: 149.67896135403794ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:18.791Z] Model: embedding-001, Latency: 109.65805503583925ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:19.133Z] Model: embedding-001, Latency: 135.93145507166548ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:19.506Z] Model: embedding-001, Latency: 145.90515885974426ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:04:19.896Z] Model: embedding-001, Latency: 97.1957103044978ms, Tokens: 1, Cost: ₹0.0000
